time,status,f0_,today,yesterday,same_day_last_week,avg_last_week,avg_last_month
12h,refunded,,51,39,39,27.57,25.42
12h,refunded,,46,51,46,24.0,25.89
12h,denied,,51,39,39,27.57,25.42
12h,denied,,46,51,46,24.0,25.89
12h,approved,,51,39,39,27.57,25.42
12h,approved,,46,51,46,24.0,25.89
12h,denied,,51,39,39,27.57,25.42
12h,denied,,46,51,46,24.0,25.89
12h,reversed,,51,39,39,27.57,25.42
12h,reversed,,46,51,46,24.0,25.89
12h,refunded,,51,39,39,27.57,25.42
12h,refunded,,46,51,46,24.0,25.89
12h,approved,,51,39,39,27.57,25.42
12h,approved,,46,51,46,24.0,25.89
12h,reversed,,51,39,39,27.57,25.42
12h,reversed,,46,51,46,24.0,25.89
12h,approved,,51,39,39,27.57,25.42
12h,approved,,46,51,46,24.0,25.89
12h,denied,,51,39,39,27.57,25.42
12h,denied,,46,51,46,24.0,25.89
12h,reversed,,51,39,39,27.57,25.42
12h,reversed,,46,51,46,24.0,25.89
12h,denied,,51,39,39,27.57,25.42
12h,denied,,46,51,46,24.0,25.89
12h,approved,,51,39,39,27.57,25.42
12h,approved,,46,51,46,24.0,25.89
12h,failed,,51,39,39,27.57,25.42
12h,failed,,46,51,46,24.0,25.89
12h,refunded,,51,39,39,27.57,25.42
12h,refunded,,46,51,46,24.0,25.89
12h,approved,,51,39,39,27.57,25.42
12h,approved,,46,51,46,24.0,25.89
12h,denied,,51,39,39,27.57,25.42
12h,denied,,46,51,46,24.0,25.89
12h,failed,,51,39,39,27.57,25.42
12h,failed,,46,51,46,24.0,25.89
12h,reversed,,51,39,39,27.57,25.42
12h,reversed,,46,51,46,24.0,25.89
12h,denied,,51,39,39,27.57,25.42
12h,denied,,46,51,46,24.0,25.89
12h,reversed,,51,39,39,27.57,25.42
12h,reversed,,46,51,46,24.0,25.89
12h,approved,,51,39,39,27.57,25.42
12h,approved,,46,51,46,24.0,25.89
12h,refunded,,51,39,39,27.57,25.42
12h,refunded,,46,51,46,24.0,25.89
12h,reversed,,51,39,39,27.57,25.42
12h,reversed,,46,51,46,24.0,25.89
12h,approved,,51,39,39,27.57,25.42
12h,approved,,46,51,46,24.0,25.89
12h,denied,,51,39,39,27.57,25.42
12h,denied,,46,51,46,24.0,25.89
12h,approved,,51,39,39,27.57,25.42
12h,approved,,46,51,46,24.0,25.89
12h,denied,,51,39,39,27.57,25.42
12h,denied,,46,51,46,24.0,25.89
12h,reversed,,51,39,39,27.57,25.42
12h,reversed,,46,51,46,24.0,25.89
12h,reversed,,51,39,39,27.57,25.42
12h,reversed,,46,51,46,24.0,25.89
12h,denied,,51,39,39,27.57,25.42
12h,denied,,46,51,46,24.0,25.89
12h,approved,,51,39,39,27.57,25.42
12h,approved,,46,51,46,24.0,25.89
12h,approved,,51,39,39,27.57,25.42
12h,approved,,46,51,46,24.0,25.89
12h,denied,,51,39,39,27.57,25.42
12h,denied,,46,51,46,24.0,25.89
12h,reversed,,51,39,39,27.57,25.42
12h,reversed,,46,51,46,24.0,25.89
12h,approved,,51,39,39,27.57,25.42
12h,approved,,46,51,46,24.0,25.89
12h,denied,,51,39,39,27.57,25.42
12h,denied,,46,51,46,24.0,25.89
12h,backend_reversed,,51,39,39,27.57,25.42
12h,backend_reversed,,46,51,46,24.0,25.89
12h,denied,,51,39,39,27.57,25.42
12h,denied,,46,51,46,24.0,25.89
12h,approved,,51,39,39,27.57,25.42
12h,approved,,46,51,46,24.0,25.89
12h,refunded,,51,39,39,27.57,25.42
12h,refunded,,46,51,46,24.0,25.89
12h,reversed,,51,39,39,27.57,25.42
12h,reversed,,46,51,46,24.0,25.89
12h,denied,,51,39,39,27.57,25.42
12h,denied,,46,51,46,24.0,25.89
12h,approved,,51,39,39,27.57,25.42
12h,approved,,46,51,46,24.0,25.89
12h,refunded,,51,39,39,27.57,25.42
12h,refunded,,46,51,46,24.0,25.89
12h,denied,,51,39,39,27.57,25.42
12h,denied,,46,51,46,24.0,25.89
12h,approved,,51,39,39,27.57,25.42
12h,approved,,46,51,46,24.0,25.89
12h,refunded,,51,39,39,27.57,25.42
12h,refunded,,46,51,46,24.0,25.89
12h,approved,,51,39,39,27.57,25.42
12h,approved,,46,51,46,24.0,25.89
12h,reversed,,51,39,39,27.57,25.42
12h,reversed,,46,51,46,24.0,25.89
12h,denied,,51,39,39,27.57,25.42
12h,denied,,46,51,46,24.0,25.89
12h,denied,,51,39,39,27.57,25.42
12h,denied,,46,51,46,24.0,25.89
12h,approved,,51,39,39,27.57,25.42
12h,approved,,46,51,46,24.0,25.89
12h,reversed,,51,39,39,27.57,25.42
12h,reversed,,46,51,46,24.0,25.89
12h,denied,,51,39,39,27.57,25.42
12h,denied,,46,51,46,24.0,25.89
12h,reversed,,51,39,39,27.57,25.42
12h,reversed,,46,51,46,24.0,25.89
12h,backend_reversed,,51,39,39,27.57,25.42
12h,backend_reversed,,46,51,46,24.0,25.89
12h,approved,,51,39,39,27.57,25.42
12h,approved,,46,51,46,24.0,25.89
12h,refunded,,51,39,39,27.57,25.42
12h,refunded,,46,51,46,24.0,25.89
12h,denied,,51,39,39,27.57,25.42
12h,denied,,46,51,46,24.0,25.89
12h,reversed,,51,39,39,27.57,25.42
12h,reversed,,46,51,46,24.0,25.89
12h,approved,,51,39,39,27.57,25.42
12h,approved,,46,51,46,24.0,25.89
12h,refunded,,51,39,39,27.57,25.42
12h,refunded,,46,51,46,24.0,25.89
12h,reversed,,51,39,39,27.57,25.42
12h,reversed,,46,51,46,24.0,25.89
12h,approved,,51,39,39,27.57,25.42
12h,approved,,46,51,46,24.0,25.89
12h,denied,,51,39,39,27.57,25.42
12h,denied,,46,51,46,24.0,25.89
12h,denied,,51,39,39,27.57,25.42
12h,denied,,46,51,46,24.0,25.89
12h,approved,,51,39,39,27.57,25.42
12h,approved,,46,51,46,24.0,25.89
12h,denied,,51,39,39,27.57,25.42
12h,denied,,46,51,46,24.0,25.89
12h,approved,,51,39,39,27.57,25.42
12h,approved,,46,51,46,24.0,25.89
12h,reversed,,51,39,39,27.57,25.42
12h,reversed,,46,51,46,24.0,25.89
12h,denied,,51,39,39,27.57,25.42
12h,denied,,46,51,46,24.0,25.89
12h,reversed,,51,39,39,27.57,25.42
12h,reversed,,46,51,46,24.0,25.89
12h,backend_reversed,,51,39,39,27.57,25.42
12h,backend_reversed,,46,51,46,24.0,25.89
12h,approved,,51,39,39,27.57,25.42
12h,approved,,46,51,46,24.0,25.89
12h,approved,,51,39,39,27.57,25.42
12h,approved,,46,51,46,24.0,25.89
12h,denied,,51,39,39,27.57,25.42
12h,denied,,46,51,46,24.0,25.89
12h,refunded,,51,39,39,27.57,25.42
12h,refunded,,46,51,46,24.0,25.89
12h,reversed,,51,39,39,27.57,25.42
12h,reversed,,46,51,46,24.0,25.89
12h,denied,,51,39,39,27.57,25.42
12h,denied,,46,51,46,24.0,25.89
12h,refunded,,51,39,39,27.57,25.42
12h,refunded,,46,51,46,24.0,25.89
12h,reversed,,51,39,39,27.57,25.42
12h,reversed,,46,51,46,24.0,25.89
12h,approved,,51,39,39,27.57,25.42
12h,approved,,46,51,46,24.0,25.89
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,refunded,,36,41,43,25.85,24.21
13h,refunded,,45,36,31,20.28,24.17
13h,failed,,36,41,43,25.85,24.21
13h,failed,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,refunded,,36,41,43,25.85,24.21
13h,refunded,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,refunded,,36,41,43,25.85,24.21
13h,refunded,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,refunded,,36,41,43,25.85,24.21
13h,refunded,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,refunded,,36,41,43,25.85,24.21
13h,refunded,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,backend_reversed,,36,41,43,25.85,24.21
13h,backend_reversed,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,refunded,,36,41,43,25.85,24.21
13h,refunded,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,refunded,,36,41,43,25.85,24.21
13h,refunded,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,refunded,,36,41,43,25.85,24.21
13h,refunded,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,refunded,,36,41,43,25.85,24.21
13h,refunded,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,backend_reversed,,36,41,43,25.85,24.21
13h,backend_reversed,,45,36,31,20.28,24.17
13h,refunded,,36,41,43,25.85,24.21
13h,refunded,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,refunded,,36,41,43,25.85,24.21
13h,refunded,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,refunded,,36,41,43,25.85,24.21
13h,refunded,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,refunded,,36,41,43,25.85,24.21
13h,refunded,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,refunded,,36,41,43,25.85,24.21
13h,refunded,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,refunded,,36,41,43,25.85,24.21
13h,refunded,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,refunded,,36,41,43,25.85,24.21
13h,refunded,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,refunded,,36,41,43,25.85,24.21
13h,refunded,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,refunded,,36,41,43,25.85,24.21
13h,refunded,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,refunded,,36,41,43,25.85,24.21
13h,refunded,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,refunded,,36,41,43,25.85,24.21
13h,refunded,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,refunded,,36,41,43,25.85,24.21
13h,refunded,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,refunded,,36,41,43,25.85,24.21
13h,refunded,,45,36,31,20.28,24.17
13h,refunded,,36,41,43,25.85,24.21
13h,refunded,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,refunded,,36,41,43,25.85,24.21
13h,refunded,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,refunded,,36,41,43,25.85,24.21
13h,refunded,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,backend_reversed,,36,41,43,25.85,24.21
13h,backend_reversed,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,refunded,,36,41,43,25.85,24.21
13h,refunded,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,refunded,,36,41,43,25.85,24.21
13h,refunded,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,refunded,,36,41,43,25.85,24.21
13h,refunded,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,refunded,,36,41,43,25.85,24.21
13h,refunded,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
13h,backend_reversed,,36,41,43,25.85,24.21
13h,backend_reversed,,45,36,31,20.28,24.17
13h,approved,,36,41,43,25.85,24.21
13h,approved,,45,36,31,20.28,24.17
13h,reversed,,36,41,43,25.85,24.21
13h,reversed,,45,36,31,20.28,24.17
13h,denied,,36,41,43,25.85,24.21
13h,denied,,45,36,31,20.28,24.17
14h,refunded,,32,35,36,26.14,25.21
14h,refunded,,19,32,35,19.57,24.89
14h,approved,,32,35,36,26.14,25.21
14h,approved,,19,32,35,19.57,24.89
14h,denied,,32,35,36,26.14,25.21
14h,denied,,19,32,35,19.57,24.89
14h,reversed,,32,35,36,26.14,25.21
14h,reversed,,19,32,35,19.57,24.89
14h,denied,,32,35,36,26.14,25.21
14h,denied,,19,32,35,19.57,24.89
14h,approved,,32,35,36,26.14,25.21
14h,approved,,19,32,35,19.57,24.89
14h,refunded,,32,35,36,26.14,25.21
14h,refunded,,19,32,35,19.57,24.89
14h,reversed,,32,35,36,26.14,25.21
14h,reversed,,19,32,35,19.57,24.89
14h,denied,,32,35,36,26.14,25.21
14h,denied,,19,32,35,19.57,24.89
14h,reversed,,32,35,36,26.14,25.21
14h,reversed,,19,32,35,19.57,24.89
14h,approved,,32,35,36,26.14,25.21
14h,approved,,19,32,35,19.57,24.89
14h,denied,,32,35,36,26.14,25.21
14h,denied,,19,32,35,19.57,24.89
14h,backend_reversed,,32,35,36,26.14,25.21
14h,backend_reversed,,19,32,35,19.57,24.89
14h,approved,,32,35,36,26.14,25.21
14h,approved,,19,32,35,19.57,24.89
14h,reversed,,32,35,36,26.14,25.21
14h,reversed,,19,32,35,19.57,24.89
14h,reversed,,32,35,36,26.14,25.21
14h,reversed,,19,32,35,19.57,24.89
14h,approved,,32,35,36,26.14,25.21
14h,approved,,19,32,35,19.57,24.89
14h,denied,,32,35,36,26.14,25.21
14h,denied,,19,32,35,19.57,24.89
14h,reversed,,32,35,36,26.14,25.21
14h,reversed,,19,32,35,19.57,24.89
14h,denied,,32,35,36,26.14,25.21
14h,denied,,19,32,35,19.57,24.89
14h,approved,,32,35,36,26.14,25.21
14h,approved,,19,32,35,19.57,24.89
14h,reversed,,32,35,36,26.14,25.21
14h,reversed,,19,32,35,19.57,24.89
14h,approved,,32,35,36,26.14,25.21
14h,approved,,19,32,35,19.57,24.89
14h,denied,,32,35,36,26.14,25.21
14h,denied,,19,32,35,19.57,24.89
14h,approved,,32,35,36,26.14,25.21
14h,approved,,19,32,35,19.57,24.89
14h,denied,,32,35,36,26.14,25.21
14h,denied,,19,32,35,19.57,24.89
14h,reversed,,32,35,36,26.14,25.21
14h,reversed,,19,32,35,19.57,24.89
14h,refunded,,32,35,36,26.14,25.21
14h,refunded,,19,32,35,19.57,24.89
14h,denied,,32,35,36,26.14,25.21
14h,denied,,19,32,35,19.57,24.89
14h,approved,,32,35,36,26.14,25.21
14h,approved,,19,32,35,19.57,24.89
14h,approved,,32,35,36,26.14,25.21
14h,approved,,19,32,35,19.57,24.89
14h,denied,,32,35,36,26.14,25.21
14h,denied,,19,32,35,19.57,24.89
14h,reversed,,32,35,36,26.14,25.21
14h,reversed,,19,32,35,19.57,24.89
14h,denied,,32,35,36,26.14,25.21
14h,denied,,19,32,35,19.57,24.89
14h,reversed,,32,35,36,26.14,25.21
14h,reversed,,19,32,35,19.57,24.89
14h,approved,,32,35,36,26.14,25.21
14h,approved,,19,32,35,19.57,24.89
14h,refunded,,32,35,36,26.14,25.21
14h,refunded,,19,32,35,19.57,24.89
14h,reversed,,32,35,36,26.14,25.21
14h,reversed,,19,32,35,19.57,24.89
14h,refunded,,32,35,36,26.14,25.21
14h,refunded,,19,32,35,19.57,24.89
14h,denied,,32,35,36,26.14,25.21
14h,denied,,19,32,35,19.57,24.89
